title,price,pricePerSqft,areaSqft,location,city,bedrooms,bathrooms,furnishing,facing,reraStatus,latitude,longitude,propertyUrl
SSM Nagar Housing Complex,Rs. 60 Lac,5692,1054,"New perungalathur, Perungalathur",Chennai South,2,2,Furnished,2,NO,12.898288,80.102468,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ssm-nagar-housing-complex-new-perungalathur-chennai-south-1054-sq-ft-spid-X81120387
N/A,"Rs. 24,000",36,651,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.86283113,80.06918427,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-urapakkam-chennai-south-651-sq-ft-spid-M81021137
N/A,Rs. 38 Lac,6333,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-67-sq-yard-spid-L81009987
N/A,Rs. 4 Crore,11111,N/A,"Otteri Extension, GST Road",Chennai South,3,3,Furnished,N/A,NO,12.88364671,80.07818613,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-otteri-extension-chennai-south-1500-sq-ft-spid-L80974259
Tambaram,Rs. 3 Crore,7500,N/A,"Perungalathur, Chennai",Chennai South,4,4,Unfurnished,N/A,NO,12.957936,80.235708,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-perungalathur-chennai-south-4000-sq-ft-spid-Z80969957
Shriram Park 63,Rs. 1.25 Crore,12755,980,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.90330217,80.09568786,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shriram-park-63-perungalathur-chennai-south-1435-sq-ft-spid-N80962563
N/A,Rs. 88 Lac,7243,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,N/A,NO,0,0,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-135-sq-yard-spid-V80931389
Hill View Residency,Rs. 72 Lac,6000,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,6,NO,12.78464,80.025433,https://www.99acres.com/residential-land-plot-for-sale-in-hill-view-residency-vandalur-chennai-south-133-sq-yard-spid-U80930453
N/A,Rs. 1.18 Crore,5600,N/A,"Balaji Nagar, Vandalur, GST Road",Chennai South,N/A,0,N/A,2,NO,12.95955828,80.18048173,https://www.99acres.com/residential-land-plot-for-sale-in-balaji-nagar-vandalur-chennai-south-233-sq-yard-spid-K80784997
on request,Rs. 79.5 Lac,6120,1299,"Perungalathur, Chennai",Chennai South,3,2,Unfurnished,1,NO,13.047817,80.16871,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-perungalathur-chennai-south-1390-sq-ft-spid-I80594945
vision estates,Rs. 44.5 Lac,4863,915,"Iyyenchery, Urapakkam",Chennai South,2,2,Semifurnished,1,NO,12.86015067,80.08010676,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-iyyenchery-chennai-south-915-sq-ft-spid-T80752827
N/A,Rs. 60 Lac,6315,900,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,12.865332,80.074161,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-950-sq-ft-spid-T80632001
N/A,Rs. 65 Lac,6632,980,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.865332,80.074161,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-980-sq-ft-spid-P80583683
N/A,Rs. 40.25 Lac,4590,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,3,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-97-sq-yard-spid-X80451071
N/A,Rs. 40.16 Lac,4590,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.865332,80.074161,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-97-sq-yard-spid-N80429087
N/A,Rs. 1.6 Crore,5333,3000,"Old Perungalathur, Chennai",Chennai South,6,4,Unfurnished,5,NO,12.917108,80.088781,https://www.99acres.com/6-bhk-bedroom-independent-builder-floor-for-sale-in-old-perungalathur-chennai-south-3000-sq-ft-spid-I80406841
Sree Alaya Apartment,Rs. 40 Lac,5925,675,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,4,NO,12.86713,80.070265,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sree-alaya-apartment-urapakkam-chennai-south-675-sq-ft-spid-K80353753
Kun Meadows by Kun India Builders,Rs. 65 Lac,8783,N/A,"Perungalathur, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.89789457,80.10475619,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-perungalathur-chennai-south-740-sq-ft-spid-A80229441
N/A,Rs. 68.46 Lac,6000,N/A,"Vandalur, GST Road",Chennai South,2,2,Semifurnished,N/A,NO,0,0,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-vandalur-chennai-south-1141-sq-ft-spid-V80159221
N/A,Rs. 33.88 Lac,4500,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,N/A,NO,12.890407,80.077876,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-84-sq-yard-spid-Q80040793
N/A,Rs. 1.7 Crore,7083,N/A,"Kannadasan Nagar, Mannivakkam, Urapakkam",Chennai South,3,2,Semifurnished,3,NO,12.86261778,80.05816708,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kannadasan-nagar-mannivakkam-chennai-south-2400-sq-ft-spid-X80034745
"GENISTRA APARTMENTS , URAPPAKKAM",Rs. 65 Lac,5990,980,"Urapakkam West, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-urapakkam-west-chennai-south-1085-sq-ft-spid-W80011365
Athanur Village,Rs. 48 Lac,3960,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,4,NO,12.862362,80.069388,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-athanur-village-urapakkam-chennai-south-1212-sq-ft-spid-T79985035
Madurapuri Apartment,Rs. 35 Lac,5833,600,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,12.865869,80.069262,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-madurapuri-apartment-urapakkam-chennai-south-600-sq-ft-spid-S79832131
annai arul hospital,Rs. 38.76 Lac,6000,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,2,NO,12.917108,80.088781,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-72-sq-yard-spid-W79618179
Indrakuthir apartment ,Rs. 50 Lac,4830,N/A,"Iyyenchery, Urapakkam",Chennai South,2,2,Unfurnished,1,NO,12.86015067,80.08010676,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-iyyenchery-chennai-south-1035-sq-ft-spid-S78486623
Casa Grand Platinum,Rs. 2.3 Crore,15312,2386,"Perungalathur, Chennai",Chennai South,4,4,Unfurnished,3,NO,13.05142114,80.14606477,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-perungalathur-chennai-south-1502-sq-ft-spid-V78295023
Ganapathy Nagar vandalur ,Rs. 7.5 Lac,1071,700,"Vandalur, GST Road",Chennai South,2,1,Unfurnished,1,NO,12.8970816,80.0797226,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-vandalur-chennai-south-700-sq-ft-spid-E81959864
N/A,"Rs. 11,000",11,N/A,"Vandalur, GST Road",Chennai South,1,2,Semifurnished,N/A,NO,0,0,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-vandalur-chennai-south-1000-sq-ft-spid-P81874200
N/A,"Rs. 20,000",16,N/A,"Urapakkam, Chennai",Chennai South,3,3,Semifurnished,N/A,NO,12.865332,80.074161,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-rent-in-urapakkam-chennai-south-1250-sq-ft-r1-spid-I79840091
N/A,"Rs. 25,000",20,N/A,"Perungalathur, Chennai",Chennai South,3,3,Furnished,N/A,NO,0,0,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-rent-in-perungalathur-chennai-south-1250-sq-ft-r1-spid-H79779399
JBM GST Grand,"Rs. 30,000",19,N/A,"Vandalur, GST Road",Chennai South,2,3,Semifurnished,N/A,NO,12.886148,80.082285,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-jbm-gst-grand-vandalur-chennai-south-1545-sq-ft-r1-spid-N78578405
N/A,"Rs. 20,000",22,N/A,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,12.897895,80.104756,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-perungalathur-chennai-south-900-sq-ft-spid-O81233449
Isha Anandham,Rs. 35 Lac,5000,482,"New perungalathur, Perungalathur",Chennai South,2,2,N/A,1,NO,12.891064,80.114651,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-isha-anandham-new-perungalathur-chennai-south-700-sq-ft-spid-I81915710
Vishwak Aira Avenue,Rs. 85.12 Lac,7738,980,"Vandalur, GST Road",Chennai South,2,2,Semifurnished,5,NO,12.89130998,80.08097137,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vishwak-aira-avenue-vandalur-chennai-south-1100-sq-ft-spid-D81895894
Chennai KKR Avenue,Rs. 40 Lac,4571,N/A,"Urapakkam, Chennai",Chennai South,2,1,N/A,N/A,NO,12.866051,80.068504,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-chennai-kkr-avenue-urapakkam-chennai-south-875-sq-ft-r1-spid-W78727521
N/A,Rs. 66 Lac,5500,N/A,"Iyyenchery, Urapakkam",Chennai South,N/A,0,N/A,N/A,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-iyyenchery-chennai-south-133-sq-yard-r2-spid-Q76141427
Kamadhenu place,Rs. 65 Lac,7857,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,3,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-700-sq-ft-r2-spid-J73316343
Vandalur Park Apartments,Rs. 50 Lac,6211,805,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,2,NO,12.868498,80.075632,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vandalur-park-apartments-urapakkam-chennai-south-805-sq-ft-spid-N81762196
N/A,Rs. 80 Lac,3245,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-274-sq-yard-spid-X81754304
Athanur Village,Rs. 32 Lac,4705,680,"Urapakkam, Chennai",Chennai South,2,2,N/A,N/A,NO,12.862362,80.069388,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-athanur-village-urapakkam-chennai-south-680-sq-ft-r1-spid-U76284823
AC Villa Bcc constructions,Rs. 95 Lac,9500,N/A,"Iyyenchery, Urapakkam",Chennai South,2,3,Semifurnished,1,NO,12.86015067,80.08010676,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-iyyenchery-chennai-south-1128-sq-ft-spid-L81694348
Athanur Village,Rs. 1.18 Crore,5500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.862362,80.069388,https://www.99acres.com/residential-land-plot-for-sale-in-athanur-village-urapakkam-chennai-south-239-sq-yard-spid-O81692362
vandalur,Rs. 49 Lac,5077,965,"Vandalur, GST Road",Chennai South,2,2,Unfurnished,5,NO,78.68408,11.57691,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vandalur-chennai-south-965-sq-ft-spid-U81630769
N/A,Rs. 57.75 Lac,3500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,7,NO,12.862362,80.069388,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-183-sq-yard-spid-G81626107
Homeland Nemra,Rs. 47.63 Lac,5200,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,3,NO,12.88189,80.11666,https://www.99acres.com/residential-land-plot-for-sale-in-homeland-nemra-perungalathur-chennai-south-102-sq-yard-spid-E81612607
Srimathi Sundaravalli Memorial Residency,Rs. 29.5 Lac,4166,N/A,"New perungalathur, Perungalathur",Chennai South,1,1,Semifurnished,3,NO,12.891992,80.119861,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-srimathi-sundaravalli-memorial-residency-new-perungalathur-chennai-south-660-sq-ft-r1-spid-M68220146
Vijay Raja Classic,Rs. 1.55 Crore,6288,N/A,"Vandalur, GST Road",Chennai South,3,3,Furnished,1,NO,12.862852,80.107859,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vijay-raja-classic-vandalur-chennai-south-2465-sq-ft-spid-C81592105
Shreyas Flats KR Construction,Rs. 50 Lac,5938,759,"Vandalur, GST Road",Chennai South,2,2,Semifurnished,4,NO,12.89,80.08,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vandalur-chennai-south-842-sq-ft-r1-spid-G78332137
Star Homes,Rs. 1.35 Crore,5397,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,N/A,2,NO,12.894909,80.109305,https://www.99acres.com/residential-land-plot-for-sale-in-star-homes-new-perungalathur-chennai-south-278-sq-yard-r1-spid-M78309485
Elite Residency,Rs. 52.5 Lac,4962,958,"Revathipuram, Urapakkam",Chennai South,2,2,Semifurnished,N/A,NO,12.863572,80.081903,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-elite-residency-revathipuram-chennai-south-1058-sq-ft-r1-spid-P78239163
N/A,Rs. 3.95 Crore,10344,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,N/A,2,NO,12.90622,80.09679,https://www.99acres.com/residential-land-plot-for-sale-in-new-perungalathur-chennai-south-483-sq-yard-r1-spid-K76085539
Sai Engineers Apartment,Rs. 50 Lac,4251,1176,"Urapakkam, Chennai",Chennai South,2,2,N/A,N/A,NO,12.859826,80.087169,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sai-engineers-apartment-urapakkam-chennai-south-1176-sq-ft-r1-spid-C78110671
Marutham Orchid,Rs. 56.7 Lac,6806,833,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,3,NO,12.862544,80.069293,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-marutham-orchid-urapakkam-chennai-south-833-sq-ft-r1-spid-E78088185
Shriram Park 63,Rs. 65 Lac,10655,610,"Perungalathur, Chennai",Chennai South,1,1,Semifurnished,N/A,NO,12.902142,80.093945,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-shriram-park-63-perungalathur-chennai-south-610-sq-ft-spid-L81482593
N/A,Rs. 60 Lac,7058,N/A,"Srinivasa Nagar New Perungalathur, Chennai",Chennai South,N/A,0,N/A,3,NO,12.911485,80.097057,https://www.99acres.com/residential-land-plot-for-sale-in-srinivasa-nagar-new-perungalathur-chennai-south-94-sq-yard-spid-B81453909
N/A,Rs. 1.9 Crore,7050,N/A,"Venkatesapuram, GST Road",Chennai South,N/A,0,N/A,7,NO,12.888849,80.081128,https://www.99acres.com/residential-land-plot-for-sale-in-venkatesapuram-chennai-south-299-sq-yard-spid-B81431083
SSM Nagar Housing Complex,Rs. 30 Lac,4545,N/A,"New perungalathur, Perungalathur",Chennai South,1,1,Semifurnished,3,NO,12.898288,80.102468,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ssm-nagar-housing-complex-new-perungalathur-chennai-south-660-sq-ft-r1-spid-H78017133
N/A,Rs. 1.6 Crore,11080,N/A,"Godavarinagar, Urapakkam",Chennai South,3,3,Semifurnished,3,NO,12.86264,80.086377,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-godavarinagar-chennai-south-1444-sq-ft-spid-E81328635
N/A,Rs. 73.5 Lac,4096,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-199-sq-yard-r1-spid-W77838367
N/A,Rs. 1 Crore,6666,N/A,"Srinivasa Nagar New Perungalathur, Chennai",Chennai South,3,3,Semifurnished,N/A,NO,12.911485,80.097057,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-srinivasa-nagar-new-perungalathur-chennai-south-1500-sq-ft-r1-spid-D77827541
N/A,Rs. 1.76 Crore,7521,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-260-sq-yard-spid-G81285205
N/A,Rs. 34.5 Lac,4509,N/A,"Urapakkam, Chennai",Chennai South,2,2,Furnished,N/A,NO,12.865332,80.074161,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-765-sq-ft-spid-U81274755
BH Homes,Rs. 56 Lac,5652,412,"Ganapathy Nagar,Urapakkam, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.8594075,80.0791341,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ganapathy-nagar-urapakkam-chennai-south-858-sq-ft-spid-R79766479
N/A,Rs. 1.25 Crore,5835,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,3,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-238-sq-yard-spid-D81080005
Shriram Park 63,Rs. 1.4 Crore,10071,N/A,"Perungalathur, Chennai",Chennai South,3,2,Semifurnished,3,NO,12.902142,80.093945,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shriram-park-63-perungalathur-chennai-south-1390-sq-ft-spid-H81023329
Gst On Gst,Rs. 45 Lac,7305,616,"Vandalur, GST Road",Chennai South,1,1,Semifurnished,1,NO,12.8912559,80.0810009,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-gst-on-gst-vandalur-chennai-south-616-sq-ft-spid-H80951029
StepsStone Ethiraj,Rs. 65 Lac,5158,960,"Perungalathur, Chennai",Chennai South,2,2,Furnished,3,NO,12.891277,80.109861,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-stepsstone-ethiraj-perungalathur-chennai-south-1260-sq-ft-spid-O80918461
Venkateswara Apartment,Rs. 55 Lac,5500,1000,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,3,NO,12.863336,80.069982,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-venkateswara-apartment-urapakkam-chennai-south-1000-sq-ft-spid-C80892833
Vishwak Kumaran Nagar Urapakkam,Rs. 57 Lac,6000,N/A,"Urapakkam, Chennai",Chennai South,2,2,Furnished,1,NO,12.826637,80.105193,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vishwak-kumaran-nagar-urapakkam-urapakkam-chennai-south-820-sq-ft-spid-X80888419
N/A,Rs. 95 Lac,8543,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,2,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-124-sq-yard-spid-J80572407
Cleasic Greens,Rs. 45 Lac,6666,650,"Ganapathy Nagar, GST Road",Chennai South,2,2,Unfurnished,4,NO,12.897196,80.080072,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ganapathy-nagar-chennai-south-675-sq-ft-spid-P80517077
Star Homes,Rs. 50 Lac,5714,875,"New perungalathur, Perungalathur",Chennai South,2,2,Semifurnished,2,NO,12.894909,80.109305,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-star-homes-new-perungalathur-chennai-south-875-sq-ft-spid-H80443779
Pavithra Hema Homes,Rs. 35 Lac,4908,713,"Urapakkam, Chennai",Chennai South,1,1,Unfurnished,1,NO,12.862509,80.069217,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-pavithra-hema-homes-urapakkam-chennai-south-713-sq-ft-spid-E80421005
Godavari Apartments chennai,Rs. 48 Lac,4092,1173,"Urapakkam, Chennai",Chennai South,1,1,Unfurnished,N/A,NO,12.8616452,80.0841996,https://www.99acres.com/studio-apartment-flat-for-sale-in-godavari-apartments-chennai-urapakkam-chennai-south-2172-sq-ft-spid-S80326733
N/A,Rs. 4 Crore,7407,N/A,"Selvaraj Nagar, Urapakkam",Chennai South,5,5,N/A,N/A,NO,12.867198,80.06695,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-selvaraj-nagar-chennai-south-5000-sq-ft-spid-Y80085603
Bala KNR Abirami Webster Village,Rs. 80 Lac,7048,1135,"Balaji Nagar, Vandalur, GST Road",Chennai South,2,2,Semifurnished,3,NO,12.892,80.08,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bala-knr-abirami-webster-village-balaji-nagar-vandalur-chennai-south-1135-sq-ft-spid-C79986175
Sri Raghavendra Aishwaryam Flats,Rs. 58 Lac,6270,N/A,"Urapakkam, Chennai",Chennai South,2,2,N/A,N/A,NO,12.864161,80.071556,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sri-raghavendra-aishwaryam-flats-urapakkam-chennai-south-925-sq-ft-spid-F79478205
N/A,Rs. 65 Lac,10833,N/A,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,13.05142114,80.14606477,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-perungalathur-chennai-south-1200-sq-ft-r1-spid-P76750825
Grf flats urapakkam,Rs. 50 Lac,5787,720,"Urapakkam West, Chennai",Chennai South,2,2,Semifurnished,2,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-west-chennai-south-864-sq-ft-spid-N79359837
Indrakuthir apartment urapaakkam,Rs. 50 Lac,4830,N/A,"Ganapathy Nagar,Urapakkam, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.8591469,80.07773431,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ganapathy-nagar-urapakkam-chennai-south-1035-sq-ft-spid-A78485997
